ID,OPTYPE,N_RETURNEES,N_FX_STAFF,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB
RO-01527,JRO,20,NA,96,94,2,NA,NA,NA,NA
RO-01528,CRO,21,NA,49,45,1,NA,3,NA,NA
RO-01529,NRO,20,NA,67,66,1,NA,NA,NA,NA
RO-01530,CRO,50,NA,21,18,1,NA,2,NA,NA
RO-01532,CRO,17,1,51,47,1,NA,3,NA,NA
RO-01533,NRO,56,NA,51,50,1,NA,NA,NA,NA
RO-01535,CRO,40,NA,21,18,2,NA,1,NA,NA
RO-01536,NRO,31,NA,59,58,1,NA,NA,NA,NA
RO-01537,CRO,26,NA,51,47,1,NA,3,NA,NA
RO-01542,NRO,56,NA,55,54,1,NA,NA,NA,NA
RO-01543,NRO,24,NA,49,48,1,NA,NA,NA,NA
RO-01544,NRO,17,NA,58,54,3,NA,NA,1,35350
RO-01545,NRO,20,NA,52,50,1,NA,NA,1,NA
RO-01546,NRO,34,NA,93,91,2,NA,NA,NA,39390
RO-01547,JRO,32,NA,104,97,6,NA,NA,1,NA
RO-01548,NRO,15,NA,55,54,1,NA,NA,NA,NA
RO-01549,JRO,24,NA,64,62,2,NA,NA,NA,83214.91
RO-01551,NRO,38,NA,87,86,1,NA,NA,NA,41662.5
RO-01552,JRO,35,NA,70,67,2,NA,NA,NA,NA
RO-01553,NRO,40,NA,98,96,2,NA,NA,NA,41814
RO-01555,NRO,39,NA,98,96,2,NA,NA,NA,NA
RO-01556,NRO,9,NA,46,44,1,NA,NA,NA,NA
RO-01557,NRO,39,NA,98,96,2,NA,NA,NA,NA
RO-01558,JRO,40,NA,71,68,2,NA,NA,1,NA
RO-01559,NRO,40,NA,97,NA,97,NA,NA,NA,NA
RO-01560,NRO,39,NA,91,90,1,NA,NA,NA,NA
RO-01561,JRO,7,NA,35,33,2,NA,NA,NA,NA
RO-01562,NRO,39,NA,94,92,1,NA,NA,NA,NA
RO-01563,NRO,51,NA,54,53,1,NA,NA,NA,NA
RO-01564,NRO,40,NA,97,95,2,NA,NA,NA,NA
RO-01565,NRO,37,NA,92,89,3,NA,NA,NA,NA
RO-01566,NRO,5,NA,13,11,1,NA,NA,1,NA
RO-01568,NRO,33,NA,108,106,2,NA,NA,NA,NA
RO-01570,JRO,18,NA,57,54,3,NA,NA,NA,NA
RO-01571,NRO,40,NA,93,91,2,NA,NA,NA,NA
RO-01572,NRO,32,NA,85,83,2,NA,NA,NA,NA
RO-01573,JRO,24,2,76,70,5,NA,NA,1,NA
RO-01574,NRO,64,NA,76,75,1,NA,NA,NA,NA
RO-01575,JRO,22,NA,78,76,2,NA,NA,NA,NA
RO-01576,NRO,38,NA,98,95,3,NA,NA,NA,NA
RO-01577,NRO,22,NA,45,44,1,NA,NA,NA,NA
RO-01578,NRO,36,NA,102,100,2,NA,NA,NA,NA
RO-01580,CRO,33,NA,51,47,1,NA,3,NA,NA
RO-01582,CRO,25,NA,53,47,1,NA,5,NA,NA
RO-01583,NRO,61,NA,90,89,1,NA,NA,NA,NA
RO-01584,NRO,49,NA,67,66,1,NA,NA,NA,NA
RO-01585,CRO,29,NA,21,19,2,NA,NA,NA,NA
RO-01586,NRO,21,NA,67,66,1,NA,NA,NA,NA
RO-01587,CRO,30,1,52,48,1,NA,3,NA,NA
RO-01588,CRO,26,NA,52,48,1,NA,3,NA,NA
RO-01589,CRO,22,NA,52,48,1,NA,3,NA,NA
RO-01590,NRO,31,NA,50,48,1,NA,NA,NA,NA
RO-01591,JRO,43,1,145,139,4,NA,NA,2,NA
RO-01592,JRO,11,NA,28,25,2,NA,NA,1,NA
RO-01593,NRO,40,NA,66,63,1,NA,NA,2,NA
RO-01594,NRO,13,NA,53,52,1,NA,NA,NA,NA
RO-01595,NRO,35,NA,88,87,1,NA,NA,NA,NA
RO-01596,NRO,2,NA,13,12,1,NA,NA,NA,NA
RO-01597,NRO,30,NA,107,106,1,NA,NA,NA,NA
RO-01598,NRO,30,NA,106,105,1,NA,NA,NA,NA
RO-01599,NRO,8,NA,41,38,1,NA,NA,2,NA
RO-01600,NRO,28,NA,38,37,1,NA,NA,NA,NA
RO-01601,NRO,93,NA,127,124,1,NA,NA,2,NA
RO-01602,NRO,29,NA,95,94,1,NA,NA,NA,NA
RO-01603,NRO,25,NA,49,47,1,NA,NA,1,NA
RO-01622,NRO,29,NA,97,95,2,NA,NA,NA,NA
RO-01623,NRO,25,NA,103,102,1,NA,NA,NA,NA
RO-01624,NRO,12,NA,34,33,1,NA,NA,NA,NA
RO-01629,NRO,32,NA,80,77,2,NA,NA,1,NA
RO-01630,NRO,28,NA,81,79,2,NA,NA,NA,NA
RO-01631,NRO,13,NA,70,68,2,NA,NA,NA,NA
RO-01633,NRO,12,NA,50,48,2,NA,NA,NA,NA
RO-01634,NRO,17,NA,58,56,2,NA,NA,NA,NA
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
