Date ROID,,TOTAL PAID,comment
21/09/2021 RO-01914,,"€ 67,101.00"
22/09/2021 RO-01896,,"€ 423,173.99"
23/09/2021 RO-01898,,"€ 107,345.70"
23/09/2021 RO-01965,,"€ 54,843.00"
24/09/2021 RO-01970,,"€ 47,167.00"
27/09/2021 RO-01980,,"€ 61,478.70"
28/09/2021 RO-01906,,"€ 149,045.02"
28/09/2021 RO-01915,,"€ 43,918.46"
29/09/2021 RO-01900,,"€ 82,428.80"
29/09/2021 RO-01901,,"€ 171,105.29"
30/09/2021 RO-01984,,"€ 56,459.00"
01/10/2021 RO-01985,,"€ 68,377.00"
02/10/2021 RO-01947,,"€ 281,303.81"
05/10/2021 RO-01969,,"€ 45,421.61"
06/10/2021 RO-01922,,"€ 138,029.63"
07/10/2021 RO-01987,,"€ 70,599.00"
08/10/2021 RO-01923,,"€ 93,859.36"
09/10/2021 RO-01989,,"€ 91,304.00"
11/10/2021 RO-01992,,"€ 40,369.70"
12/10/2021 RO-01951,,"€ 91,880.76"
12/10/2021 RO-01968,,"€ 44,271.73"
12/10/2021 RO-01986,,"€ 251,630.69 costs for AUT not available yet"
13/10/2021 RO-01925,,"€ 116,722.98"
13/10/2021 RO-01927,,"€ 88,550.20"
14/10/2021 RO-01929,,"€ 85,278.75"
14/10/2021 RO-01939,,"€ 120,368.56"
14/10/2021 RO-01993,,"€ 52,388.70"
15/10/2021 RO-01926,,"€ 95,347.70"
18/10/2021 RO-01930,,"€ 346,408.56"
18/10/2021 RO-02003,,"€ 57,267.00"
19/10/2021 RO-01966,,"€ 64,814.95"
21/10/2021 RO-01931,,"€ 112,015.78"
21/10/2021 RO-02004,,"€ 74,740.00"
22/10/2021 RO-02005,,"€ 54,742.00"
26/10/2021 RO-01933,,"€ 110,113.13"
Date ROID,,TOTAL PAID comment
26/10/2021 RO-01935,,"€ 488,831.17 costs for AUT not available yet"
26/10/2021 RO-01967,,"€ 47,898.73"
27/10/2021 VRD-00003,,"€ 113,280.61"
28/10/2021 RO-02006,,"€ 50,096.00"
01/11/2021 RO-02011,,"€ 48,379.00"
03/11/2021 RO-01998,,"€ 48,476.50"
04/11/2021 RO-01953,,"€ 147,217.66"
