RO-ID,Date,MS/SAC,TOTAL PAID
RO-01806,26/05/2021,ESP,"€                                                  1 91,967.47"
RO-01806,26/05/2021,DEU,"€                                                    1 6,454.06"
RO-01760,26/05/2021,DEU,"€                                                  3 75,795.92"
RO-01760,26/05/2021,HUN,"€                                                      2,119.70"
RO-01760,26/05/2021,AUT,"€                                                    1 7,703.28"
RO-01843,27/05/2021,ITA,"€                                                    4 7,863.90"
RO-01786,27/05/2021,DEU,"€                                                    9 2,162.49"
RO-01786,27/05/2021,SWE,"€                                                    1 8,706.21"
RO-01763,01/06/2021,DEU,"€                                                    7 6,110.60"
RO-01762,01/06/2021,DEU,"€                                                  1 67,298.54"
RO-01809,01/06/2021,FRA,"€                                                    6 2,764.91"
RO-01764,01/06/2021,DEU,"€                                                    8 5,579.96"
RO-01838,02/06/2021,BEL,"€                                                      4,411.68"
RO-01838,02/06/2021,CHE,"€                                                      4,367.13"
RO-01787,02/06/2021,DEU,"€                                                    9 3,010.78"
RO-01847,04/06/2021,ITA,"€                                                    5 4,944.00"
RO-01849,07/06/2021,ITA,"€                                                    5 0,550.50"
RO-01810,08/06/2021,FRA,"€                                                    4 4,566.59"
RO-01789,08/06/2021,DEU,"€                                                  4 06,610.81"
RO-01805,09/06/2021,DEU,"€                                                  4 44,059.61"
RO-01805,09/06/2021,AUT,"€                                                      9,710.14"
RO-01805,09/06/2021,CHE,"€                                                    5 4,722.61"
RO-01788,10/06/2021,DEU,"€                                                  1 06,546.95"
RO-01788,10/06/2021,ITA,"€                                                    2 5,128.80"
RO-01851,14/06/2021,ITA,"€                                                    4 5,349.00"
RO-01816,15/06/2021,GRC,€                                                              -
RO-01816,15/06/2021,AUT,"€                                                    1 1,300.89"
RO-ID,Date,MS/SAC,TOTAL PAID
RO-01816,15/06/2021,CZE,€                                                         669.63
RO-01812,15/06/2021,FRA,"€                                                    4 4,369.20"
RO-01791,15/06/2021,SWE,"€                                                  5 72,779.19"
RO-01791,15/06/2021,BGR,"€                                                      5,246.95"
RO-01791,15/06/2021,ROU,"€                                                      1,096.92"
RO-01791,15/06/2021,AUT,"€                                                      8,622.37"
RO-01790,15/06/2021,DEU,"€                                                  1 11,370.14"
RO-01801,16/06/2021,ESP,"€                                                  3 34,544.25"
RO-01801,16/06/2021,CHE,"€                                                    1 7,567.18"
