"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01514,27/10/2020,France,1,46,0,0,0,0,0,2,3,0,0,1,0
"",RO-01515,31/08/2020,Italy,2,83,0,0,0,0,0,2,0,0,0,0,0
"",RO-01516,14/10/2020,Austria,1,27,0,0,0,0,0,3,1,0,1,0,0
"",RO-01516,14/10/2020,Greece,1,54,0,0,0,0,0,1,0,0,1,0,0
"",RO-01517,07/09/2020,Italy,1,55,0,0,0,0,0,2,0,0,0,0,0
"",RO-01518,03/09/2020,Italy,1,66,0,0,0,0,0,2,0,0,0,0,0
"",RO-01519,10/09/2020,Italy,2,88,0,0,0,0,0,2,0,0,0,0,0
"",RO-01520,14/09/2020,Italy,2,91,0,0,0,0,0,2,0,0,0,0,0
"",RO-01521,28/09/2020,Germany,1,66,0,0,0,0,0,4,0,0,0,1,0
"",RO-01522,17/09/2020,Italy,3,89,0,0,0,0,0,2,0,0,0,0,0
"",RO-01523,27/10/2020,Germany,1,55,0,0,0,0,0,2,0,0,0,1,0
"",RO-01524,03/11/2020,France,1,45,0,0,0,0,0,2,3,0,0,1,0
"",RO-01525,03/11/2020,Germany,1,46,0,0,0,0,0,2,0,0,0,0,0
"",RO-01525,03/11/2020,Iceland,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01525,03/11/2020,Malta,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01526,05/11/2020,Austria,1,32,0,0,0,0,0,3,0,0,1,0,0
"",RO-01526,05/11/2020,Germany,1,26,0,0,0,0,0,0,0,0,0,0,0
"",RO-01526,05/11/2020,France,9,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01527,18/11/2020,Germany,1,92,0,0,0,0,0,2,0,0,0,1,0
"",RO-01527,18/11/2020,Norway,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01528,10/11/2020,France,1,45,0,0,0,0,0,2,3,0,0,1,0
"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01530,10/11/2020,Germany,1,18,0,0,0,0,0,1,2,0,0,1,0
"",RO-01530,10/11/2020,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01532,17/11/2020,France,1,47,0,0,0,0,0,2,3,0,0,1,0
"",RO-01533,19/11/2020,Germany,1,50,0,0,0,0,0,2,0,0,0,1,0
"",RO-01535,26/11/2020,Germany,2,18,0,0,0,0,0,1,1,0,0,1,0
"",RO-01535,26/11/2020,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01535,26/11/2020,France,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01536,26/11/2020,Germany,1,58,0,0,0,0,0,2,0,0,0,1,0
"",RO-01537,24/11/2020,France,1,47,0,0,0,0,0,2,3,0,0,1,0
"",RO-01542,01/12/2020,Germany,1,54,0,0,0,0,0,2,0,0,0,1,0
"",RO-01543,07/10/2020,Germany,1,48,0,0,0,0,0,2,0,0,0,0,0
"",RO-01544,25/09/2020,Italy,3,54,0,0,0,0,0,2,0,0,1,0,0
"",RO-01545,03/12/2020,Austria,1,50,0,0,0,0,0,3,0,0,1,0,0
"",RO-01546,21/09/2020,Italy,2,91,0,0,0,0,0,2,0,0,0,0,0
"",RO-01547,12/11/2020,Germany,1,26,0,0,0,0,0,2,0,0,0,1,0
"",RO-01547,12/11/2020,Austria,1,61,0,0,0,0,0,3,0,0,1,0,0
"",RO-01547,12/11/2020,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01547,12/11/2020,Sweden,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01547,12/11/2020,Hungary,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01547,12/11/2020,Romania,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01548,09/11/2020,Germany,1,54,0,0,0,0,0,2,0,0,0,0,0
"",RO-01549,24/09/2020,France,1,58,0,0,0,0,0,1,0,0,0,0,0
"",RO-01549,24/09/2020,Spain,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01551,24/09/2020,Italy,1,86,0,0,0,0,0,2,0,0,0,0,0
"",RO-01552,17/11/2020,Germany,1,58,0,0,0,0,0,2,0,0,0,1,0
"",RO-01552,17/11/2020,France,1,9,0,0,0,0,0,0,0,0,0,0,0
"",RO-01553,28/09/2020,Italy,2,96,0,0,0,0,0,2,0,0,0,0,0
"",RO-01555,01/10/2020,Italy,2,96,0,0,0,0,0,2,0,0,0,0,0
"",RO-01556,04/11/2020,Germany,1,44,0,0,0,0,0,2,0,0,0,1,0
"",RO-01557,05/10/2020,Italy,2,96,0,0,0,0,0,2,0,0,0,0,0
"",RO-01558,12/11/2020,Germany,1,60,0,0,0,0,0,1,0,0,0,0,0
"",RO-01558,12/11/2020,Iceland,1,8,0,0,0,0,0,0,0,0,1,0,0
"",RO-01559,08/10/2020,Italy,97,0,0,0,0,0,0,2,0,0,0,0,0
"",RO-01560,12/10/2020,Italy,1,90,0,0,0,0,0,2,0,0,0,0,0
"",RO-01561,17/11/2020,Germany,1,31,0,0,0,0,0,1,0,0,0,1,0
"",RO-01561,17/11/2020,Romania,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01562,02/12/2020,Germany,1,92,0,0,0,0,0,1,0,0,0,1,0
"",RO-01563,21/10/2020,Germany,1,53,0,0,0,0,0,4,0,0,0,0,0
"",RO-01564,15/10/2020,Italy,2,95,0,0,0,0,0,2,0,0,0,0,0
"",RO-01565,13/10/2020,Italy,3,89,0,0,0,0,0,1,0,0,0,0,0
"",RO-01566,11/11/2020,Finland,1,11,0,0,0,0,0,0,0,0,1,0,0
"",RO-01568,19/10/2020,Italy,2,106,0,0,0,0,0,2,0,0,0,0,0
"",RO-01570,29/10/2020,Germany,1,42,0,0,0,0,0,2,0,0,0,1,0
"",RO-01570,29/10/2020,Italy,2,12,0,0,0,0,0,0,0,0,0,0,0
"",RO-01571,20/10/2020,Italy,2,91,0,0,0,0,0,2,0,0,0,0,0
"",RO-01572,22/10/2020,Italy,2,83,0,0,0,0,0,2,0,0,0,0,0
"",RO-01573,17/12/2020,Poland,3,42,0,0,0,0,0,3,0,0,1,0,0
"",RO-01573,17/12/2020,Czech Republic,1,24,0,0,0,0,0,0,0,0,0,0,0
"",RO-01573,17/12/2020,Netherlands,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01574,23/11/2020,Germany,1,75,0,0,0,0,0,4,0,0,0,1,0
"",RO-01575,02/12/2020,Germany,1,74,0,0,0,0,0,2,0,0,0,0,0
"",RO-01575,02/12/2020,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01576,26/10/2020,Italy,3,95,0,0,0,0,0,0,0,0,0,0,0
"",RO-01577,10/11/2020,Spain,1,44,0,0,0,0,0,2,0,0,0,0,0
"",RO-01578,29/10/2020,Italy,2,100,0,0,0,0,0,2,0,0,0,0,0
"",RO-01580,01/12/2020,France,1,47,0,0,0,0,0,2,3,0,0,1,0
"",RO-01582,09/12/2020,France,1,47,0,0,0,0,0,2,5,0,0,1,0
"",RO-01582,09/12/2020,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01582,09/12/2020,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01583,10/12/2020,Germany,1,89,0,0,0,0,0,2,0,0,0,1,0
"",RO-01584,11/12/2020,Germany,1,66,0,0,0,0,0,3,0,0,0,1,0
"",RO-01585,17/12/2020,Germany,2,19,0,0,0,0,0,1,0,0,0,1,0
"",RO-01585,17/12/2020,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01586,09/12/2020,Germany,1,66,0,0,0,0,0,2,0,0,0,1,0
"",RO-01587,15/12/2020,France,1,48,0,0,0,0,0,2,3,0,0,1,0
"",RO-01588,23/12/2020,France,1,48,0,0,0,0,0,2,3,0,0,1,0
"",RO-01589,29/12/2020,France,1,48,0,0,0,0,0,2,3,0,0,1,0
"",RO-01590,08/12/2020,Germany,1,48,0,0,0,0,0,2,0,0,0,1,0
"",RO-01591,10/12/2020,Germany,1,89,0,0,0,0,0,1,0,0,0,1,0
"",RO-01591,10/12/2020,Poland,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01591,10/12/2020,Austria,1,42,0,0,0,0,0,0,0,0,1,0,0
"",RO-01591,10/12/2020,Slovakia,1,5,0,0,0,0,0,0,0,0,1,0,0
"",RO-01592,15/12/2020,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01592,15/12/2020,Austria,1,23,0,0,0,0,0,2,0,0,1,0,0
"",RO-01592,15/12/2020,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01593,03/12/2020,Spain,1,63,0,0,0,0,0,2,0,0,2,0,0
"",RO-01594,16/12/2020,Germany,1,52,0,0,0,0,0,2,0,0,0,1,0
"",RO-01595,18/12/2020,Germany,1,87,0,0,0,0,0,2,0,0,0,0,0
"",RO-01596,21/12/2020,Germany,1,12,0,0,0,0,0,2,0,0,0,1,0
"",RO-01597,16/12/2020,Germany,1,106,0,0,0,0,0,1,0,0,0,0,0
"",RO-01598,01/12/2020,Italy,1,105,0,0,0,0,0,2,0,0,0,0,0
