"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01870,31/08/2021,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01871,19/08/2021,Austria,1,26,0,0,0,0,0,1,0,0,1,0,0
"",RO-01872,24/06/2021,Italy,2,30,0,0,0,0,0,2,0,0,0,0,0
"",RO-01873,23/07/2021,Germany,1,69,0,0,0,0,0,2,0,0,0,1,0
"",RO-01874,28/06/2021,Italy,2,36,0,0,0,0,0,2,0,0,0,0,0
"",RO-01875,04/08/2021,Germany,1,56,0,0,0,0,0,3,0,0,0,2,0
"",RO-01876,02/07/2021,Italy,2,55,0,0,0,0,0,2,0,0,0,0,0
"",RO-01877,01/07/2021,Italy,1,45,0,0,0,0,0,2,0,0,0,0,0
"",RO-01879,01/09/2021,Austria,1,21,0,0,0,0,0,1,1,0,1,0,0
"",RO-01879,01/09/2021,Greece,1,19,0,0,0,0,0,1,0,0,1,0,0
"",RO-01882,13/07/2021,Italy,1,58,0,0,0,0,0,2,0,0,0,0,0
"",RO-01884,02/09/2021,Germany,1,70,0,0,0,0,0,1,0,0,0,0,0
"",RO-01885,12/07/2021,Italy,2,38,0,0,0,0,0,2,0,0,0,0,0
"",RO-01887,09/09/2021,Austria,1,23,0,0,0,0,0,1,3,0,1,0,0
"",RO-01887,09/09/2021,Greece,1,15,0,0,0,0,0,1,0,0,1,0,0
"",RO-01887,09/09/2021,Czech Republic,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01888,09/09/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01892,17/09/2021,Germany,1,53,0,0,0,0,0,2,0,0,0,1,0
"",RO-01893,15/09/2021,Germany,1,69,0,0,0,0,0,2,0,0,0,1,0
"",RO-01894,14/09/2021,Germany,1,53,0,3,0,0,0,2,1,0,0,1,0
"",RO-01896,22/09/2021,Spain,1,112,0,0,0,0,0,2,1,0,3,0,0
"",RO-01896,22/09/2021,Hungary,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01897,21/09/2021,Germany,1,127,0,0,0,0,0,2,0,0,0,1,0
"",RO-01897,21/09/2021,Austria,1,36,0,0,0,0,0,0,0,0,1,0,0
"",RO-01897,21/09/2021,Lithuania,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01897,21/09/2021,Bulgaria,1,4,0,0,0,0,0,1,0,0,0,0,0
"",RO-01897,21/09/2021,Czech Republic,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01898,23/09/2021,Germany,1,31,0,0,0,0,0,1,2,0,0,1,0
"",RO-01899,21/09/2021,Germany,1,89,1,2,0,0,0,2,0,0,0,1,0
"",RO-01899,21/09/2021,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01900,29/09/2021,Germany,1,66,1,2,0,0,0,2,0,0,0,1,0
"",RO-01901,29/09/2021,Germany,1,57,0,0,0,0,0,2,0,0,0,2,0
"",RO-01902,27/07/2021,Italy,1,58,0,0,0,0,0,2,0,0,0,0,0
"",RO-01903,22/07/2021,Italy,1,60,0,4,0,0,0,2,0,0,0,0,0
"",RO-01904,29/07/2021,Italy,2,57,0,0,0,0,0,2,0,0,0,0,0
"",RO-01905,05/08/2021,Italy,2,50,0,0,0,0,0,2,0,0,0,0,0
"",RO-01906,28/09/2021,Austria,1,26,0,0,0,0,0,1,0,0,1,0,0
"",RO-01906,28/09/2021,Germany,1,44,0,0,0,6,0,0,0,0,0,0,0
"",RO-01906,28/09/2021,Belgium,1,1,0,0,0,0,0,0,0,0,2,0,0
"",RO-01907,10/08/2021,France,1,44,0,0,0,0,0,2,1,0,1,0,0
"",RO-01909,05/07/2021,Italy,2,79,0,0,0,0,0,2,0,0,0,0,0
"",RO-01911,09/08/2021,Italy,2,41,0,0,0,0,0,2,0,0,0,0,0
"",RO-01912,07/09/2021,France,1,44,0,0,0,0,0,2,1,0,0,2,0
"",RO-01913,14/09/2021,France,0,45,0,0,0,0,0,1,3,0,0,1,0
"",RO-01914,21/09/2021,France,1,43,0,0,0,0,0,3,0,0,0,1,0
"",RO-01915,28/09/2021,France,1,45,0,0,0,0,0,2,3,0,0,1,0
"",RO-01916,12/08/2021,Italy,2,88,0,0,0,0,0,2,0,0,0,0,0
"",RO-01917,31/08/2021,Germany,1,81,0,6,0,0,0,2,1,0,0,1,0
"",RO-01918,16/08/2021,Italy,2,45,0,0,0,0,0,2,0,0,0,0,0
"",RO-01919,19/08/2021,Italy,1,52,0,0,0,0,0,2,0,0,0,0,0
"",RO-01921,23/08/2021,Italy,1,46,0,0,0,0,0,2,0,0,0,0,0
"",RO-01922,06/10/2021,Spain,1,71,0,0,0,0,0,2,0,0,2,0,0
"",RO-01923,08/10/2021,Germany,1,49,0,0,0,0,0,2,0,0,0,1,0
"",RO-01925,13/10/2021,Germany,1,68,0,0,0,0,0,3,1,0,0,1,0
"",RO-01926,15/10/2021,Germany,1,48,0,0,0,0,0,2,2,0,0,1,0
"",RO-01927,13/10/2021,Germany,1,57,0,0,0,0,0,2,1,0,0,2,0
"",RO-01929,14/10/2021,Germany,1,46,1,10,0,0,0,2,0,0,0,2,0
"",RO-01930,18/10/2021,Germany,1,90,0,0,0,0,0,2,1,0,0,1,0
"",RO-01931,21/10/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,2,0
"",RO-01933,26/10/2021,Germany,1,87,0,0,0,0,0,2,0,0,0,1,0
"",RO-01935,26/10/2021,Germany,1,96,0,0,0,0,0,2,3,0,0,1,0
"",RO-01935,26/10/2021,Austria,1,16,0,0,0,0,0,0,1,0,1,0,0
"",RO-01935,26/10/2021,Romania,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01937,26/08/2021,Italy,1,73,0,0,0,0,0,2,0,0,0,0,0
"",RO-01938,31/08/2021,Italy,2,45,0,0,0,0,0,2,0,0,2,0,0
"",RO-01939,14/10/2021,France,1,17,0,0,0,0,0,1,0,0,0,1,0
"",RO-01940,30/08/2021,Italy,2,64,0,0,0,0,0,2,0,0,0,0,0
"",RO-01941,14/09/2021,Germany,1,55,0,0,0,0,0,4,0,0,0,1,0
"",RO-01943,02/09/2021,Italy,2,88,0,0,0,0,0,2,0,0,0,0,0
"",RO-01944,06/09/2021,Italy,1,67,0,0,0,0,0,2,0,0,0,0,0
"",RO-01945,07/09/2021,Italy,3,67,0,0,0,0,0,2,0,0,2,0,0
"",RO-01946,09/09/2021,Italy,2,50,0,0,0,0,0,2,0,0,0,0,0
"",RO-01947,02/10/2021,Italy,2,88,0,0,0,0,0,2,0,0,3,0,0
"",RO-01949,13/09/2021,Italy,1,27,0,0,0,0,0,2,0,0,0,0,0
"",RO-01950,16/09/2021,Italy,2,64,0,0,0,0,0,2,0,0,0,0,0
"",RO-01951,12/10/2021,Germany,1,56,0,0,0,0,0,4,0,0,0,0,0
"",RO-01952,20/09/2021,Italy,1,87,0,0,0,0,0,2,0,0,2,0,0
"",RO-01953,04/11/2021,Germany,1,28,0,0,0,0,0,1,0,0,0,1,0
"",RO-01953,04/11/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01954,11/11/2021,Germany,1,102,0,4,0,0,0,2,0,0,0,1,0
"",RO-01954,11/11/2021,Austria,1,23,0,0,0,0,0,0,0,0,1,0,0
"",RO-01954,11/11/2021,Romania,1,19,0,0,0,0,0,1,0,0,1,0,0
"",RO-01956,25/11/2021,Germany,1,93,0,0,0,0,0,2,0,0,0,1,0
"",RO-01957,17/11/2021,Germany,1,39,0,10,0,0,0,2,0,0,0,2,0
"",RO-01957,17/11/2021,Austria,0,9,0,0,0,0,0,0,0,0,0,0,0
"",RO-01957,17/11/2021,Austria,1,7,0,0,0,0,0,0,0,0,1,0,0
"",RO-01957,17/11/2021,Sweden,0,5,0,0,0,0,0,0,0,0,0,0,0
"",RO-01957,17/11/2021,Sweden,1,7,0,0,0,0,0,0,0,0,1,0,0
"",RO-01958,23/11/2021,Germany,1,82,1,7,0,0,0,1,2,0,0,0,0
"",RO-01959,24/11/2021,Germany,1,69,0,0,0,0,0,2,0,0,0,1,0
"",RO-01961,23/11/2021,Germany,1,99,0,0,0,0,0,2,0,0,0,1,0
"",RO-01961,23/11/2021,Austria,1,26,0,0,0,0,0,0,2,0,2,0,0
"",RO-01961,23/11/2021,Hungary,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01963,30/11/2021,Germany,1,60,0,0,0,0,0,2,2,0,0,2,0
"",RO-01964,01/12/2021,Spain,1,54,0,0,0,0,0,2,0,0,0,0,0
"",RO-01965,23/09/2021,Italy,2,35,0,0,0,0,0,2,0,0,0,0,0
"",RO-01966,19/10/2021,France,1,43,0,0,0,0,0,2,3,0,0,1,0
"",RO-01967,26/10/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01968,12/10/2021,France,1,46,0,0,0,0,0,0,3,0,0,1,0
"",RO-01968,12/10/2021,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01969,05/10/2021,France,1,46,0,0,0,0,0,2,3,0,1,0,0
"",RO-01970,24/09/2021,Italy,1,92,0,0,0,0,0,2,0,0,0,0,0
"",RO-01971,10/11/2021,Germany,1,54,0,0,0,0,0,4,0,0,0,1,0
"",RO-01971,10/11/2021,Sweden,1,9,0,0,0,0,0,0,0,0,0,0,0
"",RO-01972,18/11/2021,Germany,1,28,0,0,0,0,0,1,1,0,0,1,0
"",RO-01973,02/12/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01973,02/12/2021,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01974,04/11/2021,Austria,1,33,0,0,0,0,0,1,1,0,1,0,0
"",RO-01975,15/12/2021,Spain,1,98,0,0,0,0,0,2,0,0,0,0,0
"",RO-01975,15/12/2021,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01976,21/12/2021,Germany,1,43,0,0,0,0,0,1,1,0,0,1,0
"",RO-01978,15/12/2021,Germany,1,60,0,0,0,0,0,1,0,0,0,0,0
"",RO-01979,21/12/2021,Germany,1,82,0,0,0,0,0,2,0,0,0,0,0
"",RO-01979,21/12/2021,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01980,27/09/2021,Italy,2,86,0,0,0,0,0,2,0,0,0,0,0
"",RO-01981,08/11/2021,Germany,1,53,0,0,0,0,0,1,0,0,0,1,0
"",RO-01981,08/11/2021,Spain,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01982,02/12/2021,Austria,1,18,0,0,0,0,0,1,0,0,1,0,0
"",RO-01983,16/11/2021,Germany,1,62,0,0,0,0,0,4,0,0,0,2,0
"",RO-01984,30/09/2021,Italy,3,79,2,6,0,0,0,2,0,0,0,0,0
"",RO-01985,01/10/2021,Italy,2,65,0,0,0,0,0,2,0,0,0,0,0
"",RO-01986,12/10/2021,Austria,1,38,0,0,0,0,0,1,2,0,1,0,0
"",RO-01986,12/10/2021,Norway,1,7,0,0,0,0,0,0,0,0,0,0,0
"",RO-01987,07/10/2021,Italy,1,97,0,0,0,0,0,2,0,0,0,0,0
"",RO-01988,08/12/2021,Germany,1,72,0,0,0,0,0,3,0,0,0,1,0
"",RO-01989,09/10/2021,Italy,1,69,0,0,0,0,0,2,0,0,2,0,0
"",RO-01990,10/11/2021,France,1,28,0,0,0,0,0,2,3,0,0,1,0
"",RO-01991,30/11/2021,Germany,1,81,1,9,0,0,0,2,0,0,0,1,0
"",RO-01991,30/11/2021,Spain,1,13,0,0,0,0,0,0,0,0,0,0,0
"",RO-01992,11/10/2021,Italy,1,60,0,0,0,0,0,2,0,0,0,0,0
"",RO-01993,14/10/2021,Italy,2,55,0,0,0,0,0,2,0,0,0,0,0
"",RO-01994,09/11/2021,France,1,44,0,0,0,0,0,2,4,0,0,2,0
"",RO-01994,09/11/2021,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01995,16/11/2021,France,1,42,0,0,0,0,0,2,3,0,0,1,0
"",RO-01996,23/11/2021,France,1,46,0,0,0,0,0,0,3,0,0,2,0
"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01998,03/11/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01999,07/12/2021,Germany,1,55,0,0,0,0,0,2,1,0,0,2,0
"",RO-02000,14/12/2021,Germany,1,59,0,0,0,0,0,2,0,0,0,1,0
"",RO-02000,14/12/2021,Sweden,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-02000,14/12/2021,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-02001,14/12/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-02002,14/12/2021,Germany,1,96,1,6,0,0,0,2,0,0,0,2,0
"",RO-02003,18/10/2021,Italy,2,84,0,0,0,0,0,1,0,0,0,0,0
"",RO-02004,21/10/2021,Italy,1,46,0,0,0,0,0,2,0,0,0,0,0
"",RO-02005,22/10/2021,Italy,1,95,0,0,0,0,0,2,0,0,0,0,0
"",RO-02006,28/10/2021,Italy,2,59,0,0,0,0,0,2,0,0,0,0,0
"",RO-02007,16/12/2021,Germany,1,40,0,0,0,0,0,2,1,0,0,1,0
"",RO-02008,01/12/2021,Germany,1,64,0,0,0,0,0,4,0,0,0,1,0
"",RO-02010,04/12/2021,Italy,3,106,0,2,0,0,0,2,5,0,2,0,0
"",RO-02010,04/12/2021,Slovenia,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-02011,01/11/2021,Italy,1,68,0,0,0,0,0,2,0,0,0,0,0
"",RO-02012,04/11/2021,Italy,2,53,0,0,0,0,0,2,0,0,0,0,0
"",RO-02013,11/11/2021,Italy,2,68,2,5,0,0,0,2,0,0,0,0,0
"",RO-02014,20/12/2021,Austria,1,17,2,0,0,0,0,1,0,0,1,0,0
"",RO-02014,20/12/2021,Greece,1,39,0,0,0,0,0,0,1,0,1,0,0
"",RO-02015,14/12/2021,France,1,42,0,0,0,0,0,2,0,0,0,2,0
"",RO-02016,28/12/2021,France,0,44,0,0,0,0,0,0,0,0,0,1,0
"",RO-02016,28/12/2021,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-02017,21/12/2021,France,1,43,0,0,0,0,0,2,0,0,0,2,0
"",RO-02018,07/12/2021,France,1,39,0,0,0,0,0,2,0,0,0,2,0
"",RO-02019,16/12/2021,Germany,1,54,0,0,0,0,0,3,0,0,0,1,0
"",RO-02020,30/11/2021,Germany,1,59,0,0,0,0,0,4,0,0,0,1,0
"",RO-02022,15/11/2021,Italy,1,94,0,0,0,0,0,2,0,0,2,0,0
"",RO-02028,18/11/2021,Italy,2,88,0,0,0,0,0,2,0,0,0,0,0
"",RO-02029,22/11/2021,Italy,1,86,0,0,0,0,0,2,0,0,0,0,0
"",RO-02038,25/11/2021,Italy,2,84,0,0,0,0,0,2,0,0,2,0,0
"",RO-02040,29/11/2021,Italy,2,68,0,0,0,0,0,2,0,0,2,0,0
"",RO-02041,02/12/2021,Italy,1,44,0,0,0,0,0,2,0,0,0,0,0
"",RO-02042,06/12/2021,Italy,2,72,0,0,0,0,0,2,0,0,0,0,0
"",RO-02043,22/12/2021,Spain,0,31,0,0,0,0,0,2,0,0,0,0,0
"",RO-02044,15/12/2021,Italy,2,41,0,0,0,0,0,2,0,0,3,0,0
"",RO-02048,13/12/2021,Italy,2,42,0,0,0,0,0,2,0,0,0,0,0
"",RO-02053,20/12/2021,Italy,2,61,0,0,0,0,0,0,0,0,2,0,0
