"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01678,11/03/2021,Greece,1,13,0,0,0,0,0,0,0,0,0,0,0
"",RO-01679,09/03/2021,Germany,1,107,0,0,0,0,0,2,1,0,0,0,0
"",RO-01681,19/03/2021,Germany,1,45,0,0,0,0,0,2,0,0,0,1,0
"",RO-01681,19/03/2021,Sweden,1,7,0,0,0,0,0,0,0,0,0,0,0
"",RO-01681,19/03/2021,Sweden,0,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01682,16/03/2021,Germany,1,74,0,0,0,0,0,2,0,0,0,1,0
"",RO-01682,16/03/2021,Belgium,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01682,16/03/2021,Sweden,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01683,16/03/2021,Germany,1,115,0,0,0,0,0,1,0,0,0,0,0
"",RO-01683,16/03/2021,Poland,1,5,0,0,0,0,0,0,0,0,0,0,0
"",RO-01684,25/03/2021,Germany,1,18,0,0,0,0,0,1,2,0,0,1,0
"",RO-01684,25/03/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01685,23/03/2021,Spain,1,148,0,0,0,0,0,2,0,0,4,0,0
"",RO-01685,23/03/2021,Portugal,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01685,23/03/2021,Sweden,1,8,0,0,0,0,0,0,0,0,0,0,0
"",RO-01685,23/03/2021,Poland,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01686,23/03/2021,Germany,1,75,0,0,0,0,0,2,0,0,0,1,0
"",RO-01686,23/03/2021,Sweden,1,5,0,0,0,0,0,0,0,0,0,0,0
"",RO-01687,23/03/2021,Germany,1,73,0,0,0,0,0,2,0,0,0,0,0
"",RO-01689,30/03/2021,Germany,1,80,0,0,0,0,0,2,0,0,0,0,0
"",RO-01689,30/03/2021,Switzerland,1,13,0,0,0,0,0,0,0,0,0,0,0
"",RO-01690,31/03/2021,Germany,1,77,0,0,0,0,0,4,1,0,0,0,0
"",RO-01691,30/03/2021,Sweden,2,30,0,0,0,0,0,3,0,0,1,0,0
"",RO-01691,30/03/2021,Austria,1,33,0,0,0,0,0,0,0,0,1,0,0
"",RO-01691,30/03/2021,Bulgaria,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01691,30/03/2021,Romania,1,5,0,0,0,0,0,0,0,0,0,0,0
"",RO-01691,30/03/2021,Hungary,1,6,0,0,0,0,0,0,0,0,0,0,0
"",RO-01698,28/01/2021,Italy,1,56,0,0,0,0,0,2,0,0,0,0,0
"",RO-01699,06/05/2021,Austria,1,34,0,0,0,0,0,1,0,0,1,0,0
"",RO-01702,29/03/2021,Germany,1,77,0,0,0,0,0,2,0,0,0,1,0
"",RO-01702,29/03/2021,Norway,1,2,0,0,0,2,0,1,0,0,0,0,0
"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01704,02/03/2021,Greece,1,58,0,0,0,0,0,1,0,0,0,0,0
"",RO-01705,04/03/2021,Germany,1,50,0,0,0,0,0,2,0,0,0,0,0
"",RO-01706,08/02/2021,Italy,1,83,0,0,0,0,0,2,0,0,0,0,0
"",RO-01707,25/02/2021,Germany,1,46,0,0,0,0,0,2,0,0,0,0,0
"",RO-01708,16/06/2021,Poland,1,39,7,1,0,0,0,3,0,0,0,0,0
"",RO-01708,16/06/2021,Hungary,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01708,16/06/2021,Czech Republic,1,11,0,0,0,0,0,0,4,0,0,0,0
"",RO-01708,16/06/2021,Lithuania,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01708,16/06/2021,Sweden,1,10,0,0,0,0,0,0,0,0,0,0,0
"",RO-01708,16/06/2021,Norway,1,5,3,1,0,0,0,0,0,0,0,0,0
"",RO-01709,08/04/2021,Germany,0,0,0,0,0,0,0,2,3,0,1,1,0
"",RO-01709,08/04/2021,France,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01709,08/04/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01710,07/04/2021,Germany,1,78,0,0,0,0,0,1,0,0,0,0,0
"",RO-01711,14/04/2021,Germany,1,73,0,0,0,0,0,4,0,0,0,0,0
"",RO-01711,14/04/2021,France,0,5,0,0,0,0,0,0,0,0,0,0,0
"",RO-01711,14/04/2021,France,0,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01712,13/04/2021,Germany,1,44,0,0,0,0,0,2,0,0,0,0,0
"",RO-01713,14/04/2021,Spain,1,60,0,0,0,0,0,2,0,0,0,0,0
"",RO-01713,14/04/2021,Germany,1,33,0,0,0,0,0,1,0,0,0,0,0
"",RO-01714,14/04/2021,Austria,1,19,0,0,0,0,0,1,2,0,1,0,0
"",RO-01714,14/04/2021,Switzerland,1,4,0,0,0,0,0,0,0,0,1,0,0
"",RO-01714,14/04/2021,Sweden,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01714,14/04/2021,Greece,1,31,0,0,0,0,0,1,0,0,0,0,0
"",RO-01715,22/04/2021,Germany,1,43,0,0,0,0,0,2,0,0,0,1,0
"",RO-01715,22/04/2021,Belgium,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01717,21/04/2021,Germany,1,62,0,0,0,0,0,2,0,0,0,0,0
"",RO-01719,29/04/2021,Germany,1,66,0,0,0,0,0,2,0,0,0,0,0
"",RO-01719,29/04/2021,France,0,6,0,0,0,0,0,0,0,0,0,0,0
"",RO-01719,29/04/2021,France,0,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01720,28/04/2021,Germany,1,75,0,0,0,0,0,2,0,0,0,2,0
"",RO-01721,29/04/2021,Austria,1,25,0,0,0,0,0,1,0,0,1,0,0
"",RO-01721,29/04/2021,Greece,1,6,0,0,0,0,0,0,0,0,0,0,0
"",RO-01723,11/02/2021,Italy,1,43,0,0,0,0,0,2,0,0,0,0,0
"",RO-01724,18/02/2021,Italy,2,59,0,0,0,0,0,2,0,0,2,0,0
"",RO-01725,15/02/2021,Italy,1,35,0,0,0,0,0,2,0,0,0,0,0
"",RO-01726,15/04/2021,Germany,1,60,0,0,0,0,0,2,0,0,0,1,0
"",RO-01727,20/04/2021,Germany,1,112,0,0,0,0,0,2,0,0,0,0,0
"",RO-01729,22/02/2021,Italy,4,58,0,0,0,0,0,2,0,0,0,0,0
"",RO-01732,24/03/2021,Germany,1,70,0,0,0,0,0,4,0,0,0,0,0
"",RO-01733,20/04/2021,France,0,49,0,0,0,0,0,1,0,0,0,1,0
"",RO-01734,06/04/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01734,06/04/2021,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01735,13/04/2021,France,1,47,0,0,0,0,0,2,0,0,0,1,0
"",RO-01735,13/04/2021,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01736,01/03/2021,Italy,1,63,0,0,0,0,0,2,0,0,0,0,0
"",RO-01737,02/03/2021,France,1,20,0,0,0,0,0,1,0,0,0,0,0
"",RO-01739,04/03/2021,Italy,2,87,0,0,0,0,0,2,0,0,0,0,0
"",RO-01740,09/03/2021,France,1,31,0,0,0,0,0,1,0,0,0,0,0
"",RO-01741,27/04/2021,France,1,31,0,0,0,0,0,1,0,0,0,0,0
"",RO-01743,08/03/2021,Italy,2,82,0,0,0,0,0,2,0,0,0,0,0
"",RO-01744,16/03/2021,France,1,30,0,0,0,0,0,1,0,0,0,0,0
"",RO-01745,23/03/2021,France,1,27,0,0,0,0,0,1,0,0,0,0,0
"",RO-01746,11/03/2021,Italy,2,62,0,0,0,0,0,2,0,0,0,0,0
"",RO-01747,19/03/2021,Italy,2,71,0,0,0,0,0,2,0,0,0,0,0
"",RO-01749,30/03/2021,France,1,29,0,0,0,0,0,1,0,0,0,0,0
"",RO-01750,06/05/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01750,06/05/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01753,11/05/2021,Germany,1,61,0,0,0,0,0,2,0,0,0,0,0
"",RO-01753,11/05/2021,Sweden,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01753,11/05/2021,Sweden,1,1,0,0,0,0,0,0,0,0,0,0,0
"",RO-01755,20/05/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01755,20/05/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01756,18/05/2021,Germany,1,116,0,0,0,0,0,2,2,0,0,0,0
"",RO-01757,17/05/2021,Germany,1,42,0,0,0,0,0,2,0,0,0,0,0
"",RO-01758,19/05/2021,Germany,1,72,0,0,0,0,0,2,0,0,0,0,0
"",RO-01759,20/05/2021,Germany,1,63,0,0,0,0,0,2,0,0,0,0,0
"",RO-01759,20/05/2021,Belgium,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01759,20/05/2021,Netherlands,0,0,0,0,0,0,0,0,3,0,0,0,0
"",RO-01760,26/05/2021,Germany,1,91,0,0,0,0,0,2,0,0,0,0,0
"",RO-01760,26/05/2021,Hungary,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01760,26/05/2021,Austria,1,45,0,0,0,0,0,0,0,0,1,0,0
"",RO-01762,01/06/2021,Germany,1,83,0,0,0,0,0,2,1,0,0,0,0
"",RO-01763,01/06/2021,Germany,1,73,0,0,0,0,0,4,0,0,0,0,0
"",RO-01764,01/06/2021,Germany,1,39,0,0,0,0,0,2,0,0,0,1,0
"",RO-01765,18/03/2021,Italy,1,59,0,0,0,0,0,2,0,0,0,0,0
"",RO-01766,18/05/2021,Germany,1,67,0,0,0,0,0,2,0,0,0,1,0
"",RO-01768,22/03/2021,Italy,2,71,0,0,0,0,0,2,0,0,0,0,0
"",RO-01769,11/05/2021,Germany,1,76,0,0,0,0,0,4,0,0,0,1,0
"",RO-01770,18/05/2021,Sweden,2,26,0,0,0,0,0,3,1,0,1,0,0
"",RO-01770,18/05/2021,Romania,1,27,0,0,0,0,0,1,0,0,0,0,0
"",RO-01770,18/05/2021,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01770,18/05/2021,Austria,1,31,0,0,0,0,0,0,0,0,1,0,0
"",RO-01770,18/05/2021,Finland,1,5,0,0,0,0,0,0,0,0,1,0,0
"",RO-01771,11/05/2021,Greece,1,29,0,0,0,0,0,1,1,0,0,0,0
"",RO-01772,25/03/2021,Italy,2,78,0,0,0,0,0,2,0,0,0,0,0
"",RO-01773,29/03/2021,Italy,2,58,0,0,0,0,0,2,0,0,0,0,0
"",RO-01774,01/04/2021,Italy,2,76,0,0,0,0,0,2,0,0,0,0,0
"",RO-01775,08/04/2021,Italy,2,81,0,0,0,0,0,3,0,0,0,0,0
"",RO-01776,13/04/2021,Italy,1,58,0,0,0,0,0,2,0,0,0,0,0
"",RO-01778,04/05/2021,France,1,33,0,0,0,0,0,1,0,0,0,0,0
"",RO-01779,11/05/2021,France,1,41,0,0,0,0,0,2,0,0,0,1,0
"",RO-01780,18/05/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01781,25/05/2021,France,1,43,0,0,0,0,0,2,3,0,0,1,0
"",RO-01782,15/04/2021,Italy,2,65,0,0,0,0,0,2,0,0,0,0,0
"",RO-01783,19/04/2021,Italy,2,90,0,0,0,0,0,0,0,0,0,0,0
"",RO-01784,22/04/2021,Italy,2,97,0,0,0,0,0,2,0,0,2,0,0
"",RO-01785,27/04/2021,Italy,2,106,0,0,0,0,0,2,0,0,2,0,0
"",RO-01786,27/05/2021,Germany,1,83,0,0,0,0,0,2,1,0,1,1,0
"",RO-01786,27/05/2021,Sweden,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01787,02/06/2021,Germany,1,79,0,0,0,0,0,2,0,0,0,0,0
"",RO-01788,10/06/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01788,10/06/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01789,08/06/2021,Germany,1,119,0,0,0,0,0,1,1,0,0,0,0
"",RO-01790,15/06/2021,Germany,1,66,0,0,0,0,0,2,3,0,0,1,0
"",RO-01791,15/06/2021,Sweden,2,20,0,0,0,0,0,2,0,0,1,0,0
"",RO-01791,15/06/2021,Bulgaria,1,4,0,0,0,0,0,0,0,0,0,0,0
"",RO-01791,15/06/2021,Romania,1,43,0,0,0,0,0,1,0,0,1,0,0
"",RO-ID,RO Date,MSSAC,"EscortLeaders",Escorts,"FRESO airport CAT1","FRESO airport CAT2","FRESO HQ CAT1","FRESO HQCAT 2","FRESO CAT3",Medical Personnel,"Observers(MS)","Observers(TC)","Monitorsnational","Monitors fromPool (MS)","Monitors fromPool (FRO)"
"",RO-01793,16/06/2021,Germany,1,69,0,0,0,0,0,2,0,0,0,1,0
"",RO-01794,17/06/2021,Germany,1,65,0,0,0,0,0,2,0,0,0,1,0
"",RO-01795,22/06/2021,Germany,1,87,0,0,0,0,0,2,0,0,0,1,0
"",RO-01796,24/06/2021,Germany,1,68,0,0,0,0,0,4,0,0,0,1,0
"",RO-01797,25/06/2021,Germany,1,35,0,0,0,0,0,2,0,0,0,0,0
"",RO-01797,25/06/2021,Austria,1,9,0,0,0,0,0,0,0,0,1,0,0
"",RO-01798,22/06/2021,Germany,1,107,2,11,0,0,0,2,2,0,0,1,0
"",RO-01798,22/06/2021,Spain,1,26,0,0,0,0,0,0,0,0,0,0,0
"",RO-01798,22/06/2021,Hungary,1,4,0,0,0,0,0,0,1,0,0,0,0
"",RO-01798,22/06/2021,Austria,1,16,0,0,0,0,0,0,0,0,1,0,0
"",RO-01799,28/06/2021,Germany,1,93,0,0,0,0,0,2,0,0,0,0,0
"",RO-01800,01/07/2021,Germany,3,28,0,0,0,0,0,1,0,0,0,1,0
"",RO-01800,01/07/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01801,16/06/2021,Spain,1,96,0,0,0,0,0,2,0,0,3,0,0
"",RO-01801,16/06/2021,Luxembourg,2,2,0,0,0,0,0,0,0,0,1,0,0
"",RO-01801,16/06/2021,Switzerland,1,3,0,0,0,0,0,0,0,0,0,0,0
"",RO-01802,26/04/2021,Italy,2,89,0,0,0,0,0,2,0,0,0,0,0
"",RO-01803,01/07/2021,Germany,1,50,0,7,0,0,0,2,0,0,0,0,0
"",RO-01805,09/06/2021,Germany,1,83,0,0,0,0,0,2,0,0,0,0,0
"",RO-01805,09/06/2021,Austria,1,2,0,0,0,0,0,0,1,0,1,0,0
"",RO-01805,09/06/2021,Switzerland,1,25,0,0,0,0,0,0,0,0,1,0,0
"",RO-01806,26/05/2021,Spain,1,50,0,0,0,0,0,2,0,0,2,0,0
"",RO-01806,26/05/2021,Germany,1,32,0,0,0,0,0,1,0,0,0,0,0
"",RO-01806,26/05/2021,Germany,0,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01807,03/05/2021,Italy,1,62,0,0,0,0,0,2,0,0,0,0,0
"",RO-01808,01/07/2021,Germany,1,70,0,0,0,0,0,4,0,0,0,1,0
"",RO-01809,01/06/2021,France,1,43,0,0,0,0,0,2,3,0,0,1,0
"",RO-01810,08/06/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01812,15/06/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01813,22/06/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01814,29/06/2021,France,0,48,0,0,0,0,0,0,0,0,0,1,0
"",RO-01815,10/05/2021,Italy,1,45,0,0,0,0,0,2,0,0,0,0,0
"",RO-01816,15/06/2021,Greece,1,55,0,0,0,0,0,1,0,0,1,0,0
"",RO-01816,15/06/2021,Austria,1,8,0,0,0,0,0,0,0,0,1,0,0
"",RO-01816,15/06/2021,Austria,0,11,0,0,0,0,0,0,0,0,0,0,0
"",RO-01816,15/06/2021,Czech Republic,1,2,0,0,0,0,0,0,0,0,0,0,0
"",RO-01817,06/07/2021,France,1,44,0,0,0,0,0,2,3,0,0,1,0
"",RO-01818,07/07/2021,Spain,1,52,0,0,0,0,0,2,0,0,0,0,0
"",RO-01818,07/07/2021,Luxembourg,1,8,0,0,0,0,0,0,0,0,0,0,0
"",RO-01818,07/07/2021,Luxembourg,1,9,0,0,0,0,0,0,0,0,1,0,0
"",RO-01820,15/07/2021,Germany,1,67,0,0,0,0,0,2,0,0,0,1,0
"",RO-01821,14/07/2021,Germany,1,65,0,0,0,0,0,2,0,0,0,1,0
"",RO-01822,15/07/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01823,13/07/2021,Germany,1,61,0,0,0,0,0,2,0,0,0,1,0
"",RO-01825,20/07/2021,France,1,44,0,0,0,0,0,2,4,0,0,1,0
"",RO-01827,20/07/2021,Germany,1,69,0,0,0,0,0,4,2,0,0,1,0
"",RO-01829,22/07/2021,Germany,1,32,0,0,0,0,0,2,0,0,0,0,0
"",RO-01830,27/07/2021,Germany,1,107,0,0,0,0,0,2,1,0,0,1,0
"",RO-01830,27/07/2021,Austria,1,29,0,0,0,0,0,0,0,0,1,0,0
"",RO-01832,28/07/2021,Germany,1,94,1,7,0,0,0,2,1,0,0,1,0
"",RO-01834,30/07/2021,Germany,1,42,0,0,0,0,0,2,0,0,0,0,0
"",RO-01835,29/07/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01837,21/05/2021,Italy,2,46,0,0,0,0,0,2,0,0,0,0,0
"",RO-01838,02/06/2021,Belgium,1,15,0,0,0,0,0,1,2,0,2,0,0
"",RO-01838,02/06/2021,Switzerland,1,7,0,0,0,0,0,0,0,0,1,0,0
"",RO-01839,17/05/2021,Italy,2,52,0,0,0,0,0,2,0,0,0,0,0
"",RO-01840,24/05/2021,Italy,2,47,0,0,0,0,0,2,0,0,0,0,0
"",RO-01841,06/07/2021,Germany,1,101,0,0,0,0,0,3,1,0,0,0,0
"",RO-01842,15/07/2021,Austria,1,40,0,0,0,0,0,3,0,0,1,0,0
"",RO-01842,15/07/2021,Germany,1,7,0,0,0,0,0,2,0,0,0,0,0
"",RO-01843,27/05/2021,Italy,2,86,0,0,0,0,0,2,0,0,0,0,0
"",RO-01844,20/07/2021,Greece,1,40,0,0,0,0,0,1,0,0,1,0,0
"",RO-01845,27/07/2021,Germany,1,46,0,0,0,0,0,4,0,0,0,1,0
"",RO-01847,04/06/2021,Italy,2,67,0,0,0,0,0,2,0,0,2,0,0
"",RO-01848,01/07/2021,France,1,25,0,0,0,0,0,1,0,0,0,0,0
"",RO-01849,07/06/2021,Italy,2,52,0,0,0,0,0,2,0,0,0,0,0
"",RO-01851,14/06/2021,Italy,1,49,0,0,0,0,0,2,0,0,0,0,0
"",RO-01853,13/08/2021,Germany,1,37,0,0,0,0,0,2,0,0,0,1,0
"",RO-01854,10/08/2021,Germany,1,49,0,0,0,0,0,4,0,0,0,1,0
"",RO-01857,11/08/2021,Germany,1,30,0,0,0,0,0,1,1,0,0,2,0
"",RO-01858,12/08/2021,Germany,1,28,0,0,0,0,0,1,2,0,0,1,0
"",RO-01858,12/08/2021,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0
"",RO-01860,23/08/2021,Germany,1,97,0,0,0,0,0,4,0,0,0,2,0
"",RO-01861,27/08/2021,Germany,1,39,0,0,0,0,0,2,0,0,0,1,0
"",RO-01862,24/08/2021,Germany,1,100,0,0,0,0,0,2,1,0,0,1,0
"",RO-01862,24/08/2021,Austria,1,29,0,0,0,0,0,0,0,0,1,0,0
"",RO-01866,17/06/2021,Italy,2,45,0,0,0,0,0,2,0,0,0,0,0
"",RO-01867,21/06/2021,Italy,1,101,0,0,0,0,0,2,0,0,0,0,0
"",RO-01868,03/08/2021,France,1,44,0,0,0,0,0,2,3,0,0,2,0
"",RO-01869,17/08/2021,France,2,44,0,0,0,0,0,1,0,0,0,1,0
"",RO-01870,31/08/2021,France,1,40,0,0,0,0,0,1,5,0,0,1,0
